,enrollee_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
523,29300,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10-49,Pvt Ltd,1,33,1.0
524,5932,city_72,0.795,Male,Has relevant experience,No enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,116,0.0
525,31852,city_73,0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,4,50-99,Unknown,2,4,0.0
526,20833,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,13,10-49,Pvt Ltd,1,124,0.0
527,9501,city_71,0.884,Male,Has relevant experience,No enrollment,Graduate,STEM,5,100-500,Unknown,1,20,0.0
528,9707,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,8,Unknown,Unknown,2,96,1.0
529,20756,city_116,0.743,Male,Has relevant experience,No enrollment,Masters,STEM,3,500-999,Pvt Ltd,1,42,0.0
530,11541,city_114,0.926,Male,No relevant experience,No enrollment,Masters,Humanities,9,50-99,NGO,1,34,1.0
531,28084,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,21,100-500,Pvt Ltd,5,14,0.0
532,9726,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Unknown,Unknown,5,42,0.0
535,30836,city_134,0.698,Male,No relevant experience,No enrollment,Graduate,STEM,6,Unknown,Pvt Ltd,1,21,0.0
536,139,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,52,1.0
537,2606,city_158,0.7659999999999999,Male,No relevant experience,Full time course,Graduate,STEM,10,Unknown,Unknown,0,99,0.0
539,13100,city_27,0.848,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,Unknown,2,109,0.0
540,30502,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,5000-9999,Public Sector,1,22,0.0
541,24245,city_16,0.91,Male,Has relevant experience,No enrollment,High School,Unknown,21,10-49,Pvt Ltd,1,56,0.0
542,28562,city_50,0.8959999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,Unknown,4,170,0.0
543,12735,city_50,0.8959999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,8,50-99,Unknown,2,24,0.0
544,4114,city_114,0.926,Female,Has relevant experience,No enrollment,Graduate,STEM,10,50-99,Pvt Ltd,3,44,0.0
545,30367,city_102,0.804,Male,No relevant experience,No enrollment,Masters,STEM,16,Unknown,Unknown,2,66,1.0
546,5412,city_173,0.878,Male,Has relevant experience,No enrollment,Graduate,STEM,1,Unknown,Unknown,1,70,0.0
547,27834,city_50,0.8959999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,40,0.0
550,18607,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,1,112,0.0
551,15527,city_28,0.939,Male,Has relevant experience,Part time course,High School,Unknown,6,10000+,Unknown,1,144,0.0
552,13748,city_73,0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,41,0.0
553,24331,city_21,0.624,Male,Has relevant experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,3,52,0.0
554,10636,city_65,0.802,Male,Has relevant experience,No enrollment,Graduate,No Major,12,1000-4999,Pvt Ltd,5,33,0.0
555,12488,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,2,0-10,Early Stage Startup,1,56,0.0
556,16660,city_114,0.926,Male,Has relevant experience,No enrollment,High School,Unknown,2,100-500,Pvt Ltd,1,84,0.0
559,6504,city_21,0.624,Male,Has relevant experience,Full time course,Masters,STEM,12,10000+,Pvt Ltd,0,108,1.0
560,19043,city_46,0.762,Male,Has relevant experience,No enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,44,1.0
561,22715,city_162,0.767,Male,Has relevant experience,No enrollment,Graduate,STEM,11,100-500,Pvt Ltd,5,24,0.0
562,27606,city_104,0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,14,10-49,Pvt Ltd,2,6,0.0
563,33052,city_99,0.915,Male,Has relevant experience,No enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,25,0.0
564,6793,city_138,0.836,Male,No relevant experience,No enrollment,Masters,STEM,9,50-99,Funded Startup,1,102,0.0
565,16595,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,8,0.0
566,18261,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,8,10-49,NGO,0,26,0.0
567,27307,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,9,500-999,Unknown,2,50,0.0
569,11707,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Pvt Ltd,3,21,1.0
570,21613,city_21,0.624,Female,Has relevant experience,No enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,54,1.0
572,115,city_61,0.913,Male,Has relevant experience,No enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,1,10,0.0
573,6823,city_28,0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,21,50-99,Funded Startup,1,167,1.0
574,14353,city_149,0.6890000000000001,Male,No relevant experience,Full time course,Primary School,Unknown,4,0-10,Early Stage Startup,1,70,0.0
577,26417,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,STEM,21,10000+,Pvt Ltd,1,29,0.0
578,3848,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,18,0.0
579,17211,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,2,4,1.0
580,13103,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,5,0.0
581,5243,city_101,0.5579999999999999,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,10-49,Pvt Ltd,5,12,0.0
582,2107,city_162,0.767,Male,Has relevant experience,Part time course,Graduate,Business Degree,14,50-99,Pvt Ltd,3,29,0.0
583,30974,city_104,0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,21,50-99,Pvt Ltd,2,24,0.0
584,2998,city_136,0.897,Male,No relevant experience,Part time course,Masters,STEM,4,10000+,Pvt Ltd,1,21,1.0
585,22975,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,2,138,0.0
586,27239,city_21,0.624,Male,No relevant experience,Unknown,Graduate,STEM,1,Unknown,Pvt Ltd,1,90,0.0
587,18463,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,6,Unknown,Unknown,0,84,1.0
589,30657,city_65,0.802,Male,No relevant experience,No enrollment,Graduate,STEM,3,10-49,Pvt Ltd,2,214,1.0
590,32075,city_21,0.624,Male,Has relevant experience,No enrollment,Masters,STEM,8,Unknown,Unknown,2,92,1.0
591,31141,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,16,0-10,Pvt Ltd,1,12,0.0
592,2340,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,7,0-10,Pvt Ltd,1,111,0.0
593,21188,city_16,0.91,Unknown,No relevant experience,No enrollment,Phd,STEM,1,10000+,NGO,1,28,1.0
594,24156,city_67,0.855,Male,No relevant experience,Full time course,Graduate,STEM,10,Unknown,Unknown,1,27,0.0
595,32584,city_142,0.727,Unknown,Has relevant experience,No enrollment,Masters,STEM,14,10-49,Pvt Ltd,4,48,1.0
596,6515,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,14,0.0
597,14292,city_103,0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,16,10000+,Pvt Ltd,5,292,0.0
598,16125,city_103,0.92,Unknown,Has relevant experience,No enrollment,Graduate,Humanities,19,100-500,Pvt Ltd,5,40,0.0
600,19385,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,36,0.0
601,27304,city_115,0.789,Male,No relevant experience,No enrollment,Masters,STEM,20,50-99,Pvt Ltd,5,94,0.0
602,3697,city_21,0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,15,10000+,Pvt Ltd,5,57,0.0
603,11800,city_25,0.698,Male,Has relevant experience,No enrollment,Masters,STEM,4,500-999,Pvt Ltd,2,101,0.0
604,180,city_103,0.92,Male,No relevant experience,No enrollment,Graduate,Humanities,2,100-500,Funded Startup,2,35,0.0
605,7733,city_21,0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,3,50-99,Unknown,1,24,1.0
606,6935,city_16,0.91,Male,Has relevant experience,Full time course,Masters,STEM,21,50-99,Pvt Ltd,2,130,1.0
607,4082,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Public Sector,5,96,0.0
608,31959,city_104,0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,9,10-49,Funded Startup,1,56,0.0
609,25113,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,2,10-49,Unknown,1,32,0.0
610,14329,city_57,0.866,Male,No relevant experience,Full time course,Masters,STEM,8,Unknown,Unknown,4,99,0.0
611,15570,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,Humanities,10,0-10,Pvt Ltd,2,46,0.0
612,32516,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,0-10,Early Stage Startup,1,50,0.0
613,2535,city_14,0.698,Male,Has relevant experience,No enrollment,Masters,STEM,21,0-10,Early Stage Startup,5,97,0.0
614,16014,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,28,1.0
615,24251,city_114,0.926,Male,No relevant experience,No enrollment,High School,Unknown,7,0-10,Pvt Ltd,5,132,0.0
616,31019,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,Unknown,Pvt Ltd,0,100,0.0
617,21012,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,184,0.0
618,22140,city_103,0.92,Unknown,No relevant experience,No enrollment,Graduate,STEM,3,1000-4999,Public Sector,2,28,0.0
619,21462,city_21,0.624,Male,No relevant experience,No enrollment,Graduate,STEM,10,10000+,Public Sector,1,218,0.0
620,20786,city_16,0.91,Male,No relevant experience,Full time course,Masters,STEM,5,Unknown,Unknown,3,3,0.0
621,32404,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Unknown,Unknown,4,29,0.0
622,16084,city_11,0.55,Unknown,Has relevant experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,5,99,1.0
623,20103,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,Unknown,5,18,0.0
624,22525,city_50,0.8959999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,5,7,0.0
625,13230,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,Unknown,1,29,1.0
626,29502,city_23,0.899,Male,Has relevant experience,No enrollment,High School,Unknown,4,100-500,Funded Startup,1,61,1.0
627,11646,city_10,0.895,Male,Has relevant experience,No enrollment,Graduate,STEM,8,10-49,Pvt Ltd,1,78,0.0
628,6058,city_98,0.949,Male,Has relevant experience,No enrollment,Masters,STEM,15,50-99,Unknown,2,102,0.0
629,30892,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,10,0.0
630,31017,city_149,0.6890000000000001,Female,No relevant experience,No enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,41,0.0
631,23803,city_71,0.884,Male,Has relevant experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,2,30,1.0
632,6831,city_128,0.527,Male,Has relevant experience,No enrollment,Graduate,STEM,9,50-99,Pvt Ltd,5,38,0.0
633,20380,city_21,0.624,Male,No relevant experience,Full time course,Masters,STEM,3,Unknown,Pvt Ltd,1,28,0.0
634,15629,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,2,21,0.0
635,17342,city_114,0.926,Female,No relevant experience,Part time course,High School,Unknown,16,1000-4999,Unknown,2,6,0.0
637,27610,city_27,0.848,Male,Has relevant experience,No enrollment,Graduate,STEM,9,0-10,Pvt Ltd,2,31,0.0
639,3979,city_73,0.754,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,18,0.0
640,25171,city_16,0.91,Unknown,No relevant experience,Full time course,Graduate,STEM,3,0-10,Early Stage Startup,1,45,1.0
641,23379,city_67,0.855,Male,No relevant experience,Part time course,Graduate,STEM,16,Unknown,Unknown,5,129,1.0
642,18138,city_27,0.848,Male,Has relevant experience,No enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,28,1.0
643,31687,city_173,0.878,Male,Has relevant experience,No enrollment,High School,Unknown,0,10-49,Funded Startup,1,105,1.0
644,23739,city_102,0.804,Male,Has relevant experience,No enrollment,Masters,STEM,11,Unknown,Unknown,2,58,0.0
645,8392,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,3,10-49,Early Stage Startup,1,4,0.0
646,6427,city_75,0.939,Male,Has relevant experience,Part time course,Phd,Arts,21,Unknown,Unknown,5,51,0.0
647,27813,city_16,0.91,Male,Has relevant experience,No enrollment,Phd,Humanities,16,5000-9999,Public Sector,5,258,0.0
649,22527,city_33,0.4479999999999999,Male,No relevant experience,No enrollment,Graduate,STEM,4,Unknown,Unknown,2,100,0.0
650,33343,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,0,100-500,Pvt Ltd,1,52,0.0
651,818,city_103,0.92,Female,No relevant experience,No enrollment,Graduate,Humanities,21,10000+,Pvt Ltd,4,10,0.0
653,10952,city_16,0.91,Male,No relevant experience,Full time course,Graduate,STEM,8,1000-4999,Public Sector,1,71,0.0
654,16331,city_61,0.913,Male,Has relevant experience,No enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,56,1.0
655,32029,city_103,0.92,Male,Has relevant experience,No enrollment,Phd,STEM,20,10000+,Public Sector,3,110,1.0
656,21152,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,3,1000-4999,Pvt Ltd,3,18,0.0
657,23488,city_16,0.91,Male,No relevant experience,No enrollment,Graduate,STEM,17,10000+,Pvt Ltd,5,4,0.0
659,1670,city_103,0.92,Female,No relevant experience,Full time course,Graduate,STEM,2,0-10,Public Sector,1,11,1.0
661,4158,city_103,0.92,Unknown,No relevant experience,No enrollment,High School,Unknown,4,5000-9999,Public Sector,2,12,0.0
662,29781,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,Business Degree,4,50-99,Funded Startup,3,83,0.0
665,20235,city_91,0.691,Male,Has relevant experience,No enrollment,High School,Unknown,17,50-99,Funded Startup,1,9,0.0
666,3617,city_16,0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,50-99,Public Sector,3,66,1.0
668,22625,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,100-500,Public Sector,2,79,0.0
669,22057,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,69,0.0
670,20635,city_21,0.624,Unknown,No relevant experience,Part time course,Graduate,STEM,1,10000+,Pvt Ltd,1,80,1.0
671,1588,city_160,0.92,Unknown,No relevant experience,Full time course,High School,Unknown,1,500-999,Pvt Ltd,1,53,0.0
672,234,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,151,0.0
673,18752,city_33,0.4479999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,9,Unknown,Unknown,1,40,1.0
674,18128,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,112,1.0
675,18260,city_159,0.843,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,Unknown,2,6,1.0
676,19332,city_103,0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,16,1000-4999,Public Sector,3,12,1.0
677,9564,city_103,0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,3,72,1.0
678,5685,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,10-49,Pvt Ltd,5,53,0.0
679,18063,city_105,0.794,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,73,0.0
680,27124,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Public Sector,5,4,0.0
682,22310,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,85,0.0
683,15977,city_175,0.7759999999999999,Male,No relevant experience,Full time course,High School,Unknown,2,0-10,Unknown,1,27,1.0
684,4917,city_103,0.92,Male,Has relevant experience,Part time course,Graduate,STEM,5,10000+,Public Sector,5,128,1.0
685,19102,city_9,0.743,Male,Has relevant experience,Full time course,Unknown,Unknown,19,10-49,Funded Startup,2,128,0.0
687,13157,city_103,0.92,Male,Has relevant experience,Part time course,Graduate,STEM,11,Unknown,Unknown,1,40,1.0
688,13269,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,7,1000-4999,NGO,1,170,0.0
690,20571,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,39,0.0
691,23883,city_128,0.527,Male,Has relevant experience,Part time course,Masters,STEM,16,5000-9999,Public Sector,5,70,0.0
692,33033,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,3,Unknown,Unknown,1,12,0.0
694,5258,city_21,0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,25,0.0
695,853,city_103,0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,10,100-500,Public Sector,2,11,1.0
696,27245,city_21,0.624,Male,Has relevant experience,No enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,1,36,0.0
697,30670,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,6,Unknown,Unknown,1,43,1.0
698,22497,city_26,0.698,Other,Has relevant experience,Part time course,High School,Unknown,5,100-500,Unknown,1,41,0.0
699,3218,city_102,0.804,Male,Has relevant experience,No enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,33,0.0
701,15770,city_160,0.92,Male,Has relevant experience,No enrollment,High School,Unknown,21,10-49,Funded Startup,5,58,0.0
702,18264,city_114,0.926,Female,Has relevant experience,No enrollment,Primary School,Unknown,21,10-49,Pvt Ltd,5,54,0.0
703,32066,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,78,0.0
704,11386,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,10,Unknown,Unknown,3,66,0.0
705,17502,city_136,0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,Unknown,1,107,0.0
706,32273,city_21,0.624,Unknown,Has relevant experience,Full time course,Masters,STEM,8,50-99,Pvt Ltd,1,35,1.0
707,27543,city_65,0.802,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10-49,Pvt Ltd,1,53,0.0
708,16317,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,18,0.0
709,2852,city_67,0.855,Male,Has relevant experience,No enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,30,1.0
710,5056,city_103,0.92,Male,No relevant experience,Full time course,Masters,Humanities,21,10000+,Public Sector,2,106,0.0
711,17504,city_160,0.92,Other,No relevant experience,No enrollment,Graduate,STEM,0,Unknown,Unknown,0,3,0.0
712,24585,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,55,0.0
714,16675,city_67,0.855,Male,Has relevant experience,No enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,40,1.0
715,23344,city_11,0.55,Male,Has relevant experience,No enrollment,Masters,STEM,9,Unknown,Unknown,2,324,0.0
716,21786,city_57,0.866,Male,No relevant experience,No enrollment,Masters,STEM,6,0-10,Pvt Ltd,5,14,0.0
717,31079,city_21,0.624,Male,Has relevant experience,No enrollment,Masters,STEM,2,50-99,Pvt Ltd,0,8,0.0
718,33251,city_114,0.926,Male,Has relevant experience,Unknown,Masters,STEM,21,10000+,Pvt Ltd,5,76,1.0
719,7805,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,47,1.0
720,8911,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,5,9,0.0
721,7315,city_26,0.698,Male,Has relevant experience,Full time course,Graduate,STEM,11,0-10,Unknown,2,37,1.0
722,28132,city_77,0.83,Male,No relevant experience,Full time course,Graduate,STEM,6,Unknown,Unknown,1,53,0.0
723,8367,city_104,0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,5,110,0.0
724,27909,city_104,0.924,Male,No relevant experience,Full time course,High School,Unknown,10,10-49,Funded Startup,3,54,0.0
725,32320,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,10-49,Public Sector,1,182,0.0
726,15441,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1,146,0.0
727,25999,city_65,0.802,Male,No relevant experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,40,1.0
729,11682,city_104,0.924,Male,No relevant experience,Full time course,Masters,STEM,3,Unknown,Unknown,1,42,0.0
730,26581,city_1,0.847,Male,Has relevant experience,No enrollment,Graduate,STEM,5,50-99,Unknown,2,18,0.0
731,14832,city_11,0.55,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,0-10,Public Sector,1,20,0.0
732,18023,city_70,0.698,Male,Has relevant experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,1,48,1.0
733,18963,city_16,0.91,Male,Has relevant experience,Part time course,High School,Unknown,4,10-49,Pvt Ltd,1,116,1.0
734,9105,city_123,0.738,Female,Has relevant experience,Part time course,Graduate,Other,4,50-99,Pvt Ltd,2,42,0.0
736,576,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,100-500,Pvt Ltd,2,22,0.0
737,2656,city_114,0.926,Male,No relevant experience,Full time course,Masters,STEM,8,100-500,Public Sector,1,50,0.0
738,16881,city_103,0.92,Male,Has relevant experience,No enrollment,Phd,STEM,21,50-99,Pvt Ltd,1,25,0.0
740,9630,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,5,43,0.0
741,3580,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,2,70,0.0
743,31238,city_116,0.743,Male,Has relevant experience,No enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,2,1.0
744,1633,city_89,0.925,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,5000-9999,Pvt Ltd,5,111,0.0
746,30587,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,No Major,3,50-99,Pvt Ltd,1,71,0.0
747,32369,city_98,0.949,Male,Has relevant experience,No enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,83,0.0
749,10721,city_114,0.926,Male,No relevant experience,No enrollment,Phd,Humanities,10,500-999,Public Sector,5,232,0.0
750,407,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,30,0.0
751,31098,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,1,0.0
752,4053,city_103,0.92,Male,No relevant experience,No enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,4,13,0.0
753,13782,city_175,0.7759999999999999,Male,No relevant experience,Part time course,Graduate,STEM,6,100-500,Unknown,1,29,0.0
755,20113,city_73,0.754,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,10-49,Pvt Ltd,5,28,0.0
756,4674,city_176,0.764,Female,No relevant experience,No enrollment,Graduate,STEM,4,Unknown,Unknown,1,14,0.0
757,2444,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,3,88,0.0
758,19966,city_61,0.913,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,10000+,Pvt Ltd,5,22,0.0
759,26367,city_46,0.762,Male,Has relevant experience,Full time course,Graduate,STEM,4,10-49,Pvt Ltd,1,79,1.0
760,19508,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,STEM,16,100-500,Pvt Ltd,5,20,0.0
762,7563,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,78,0.0
763,25993,city_114,0.926,Male,Has relevant experience,No enrollment,High School,Unknown,5,1000-4999,NGO,1,33,0.0
765,27699,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,Other,13,1000-4999,Pvt Ltd,5,7,1.0
766,3003,city_103,0.92,Male,Has relevant experience,No enrollment,Phd,Humanities,9,10000+,Pvt Ltd,1,13,1.0
767,6620,city_28,0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,11,1000-4999,Public Sector,5,25,0.0
768,4364,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,100-500,Funded Startup,1,14,1.0
769,2296,city_36,0.893,Male,Has relevant experience,No enrollment,Masters,STEM,5,0-10,Pvt Ltd,1,130,0.0
770,17958,city_9,0.743,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,39,0.0
771,9740,city_103,0.92,Male,No relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,5,21,0.0
772,1304,city_138,0.836,Unknown,Has relevant experience,No enrollment,Graduate,STEM,12,0-10,Pvt Ltd,5,86,0.0
773,28735,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,35,0.0
775,14053,city_73,0.754,Male,No relevant experience,Part time course,Graduate,STEM,7,Unknown,Public Sector,0,80,0.0
776,22641,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,13,50-99,Pvt Ltd,0,4,0.0
777,17900,city_11,0.55,Male,Has relevant experience,No enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,43,0.0
778,31333,city_99,0.915,Male,Has relevant experience,No enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,140,0.0
779,501,city_21,0.624,Male,Has relevant experience,Full time course,High School,Unknown,2,Unknown,Pvt Ltd,0,41,0.0
780,18104,city_71,0.884,Male,Has relevant experience,No enrollment,Graduate,STEM,21,50-99,Pvt Ltd,4,102,1.0
781,6092,city_150,0.698,Male,Has relevant experience,No enrollment,Masters,Business Degree,21,1000-4999,Pvt Ltd,5,56,0.0
782,17249,city_28,0.939,Male,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Pvt Ltd,5,81,0.0
783,1227,city_123,0.738,Male,No relevant experience,No enrollment,Graduate,STEM,10,Unknown,Unknown,0,32,0.0
784,23515,city_114,0.926,Male,Has relevant experience,Part time course,Masters,STEM,9,100-500,Public Sector,0,27,0.0
785,16309,city_77,0.83,Unknown,Has relevant experience,Part time course,Graduate,STEM,0,100-500,Pvt Ltd,1,280,0.0
786,5368,city_101,0.5579999999999999,Female,Has relevant experience,Unknown,Graduate,STEM,7,50-99,Pvt Ltd,1,15,1.0
787,27693,city_83,0.923,Male,Has relevant experience,No enrollment,Graduate,STEM,18,100-500,Pvt Ltd,5,50,0.0
788,2582,city_16,0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,10-49,Pvt Ltd,5,41,0.0
790,17526,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1,17,1.0
